TransactionID,CustomerID,TransactionDate,ProductCategory,Amount,PaymentMethod,CustomerAge,Churned
TXN-13134,CUST-478,2023-05-11 14:00:00,Books,130.74,Debit Card,,1
TXN-13135,CUST-132,2023-05-11 15:00:00,Home & Kitchen,231.38,Credit Card,52.0,0
TXN-13136,CUST-915,2023-05-11 16:00:00,Books,131.19,PayPal,60.0,0
TXN-13137,CUST-608,2023-05-11 17:00:00,Beauty,166.51,UPI,60.0,0
TXN-13138,CUST-935,2023-05-11 18:00:00,Beauty,127.46,Credit Card,25.0,0
TXN-13139,CUST-848,2023-05-11 19:00:00,Books,38.89,UPI,,0
TXN-13140,CUST-584,2023-05-11 20:00:00,Home & Kitchen,97.32,Credit Card,,0
TXN-13141,CUST-798,2023-05-11 21:00:00,Electronics,131.16,UPI,18.0,0
TXN-13142,CUST-827,2023-05-11 22:00:00,Clothing,148.94,Credit Card,,0
TXN-13143,CUST-158,2023-05-11 23:00:00,Electronics,128.41,Debit Card,34.0,0
TXN-13144,CUST-598,2023-05-12 00:00:00,Clothing,156.81,Credit Card,25.0,0
TXN-13145,CUST-238,2023-05-12 01:00:00,Clothing,61.6,Credit Card,45.0,0
TXN-13146,CUST-809,2023-05-12 02:00:00,Home & Kitchen,121.95,Credit Card,,1
TXN-13147,CUST-101,2023-05-12 03:00:00,Books,173.12,UPI,34.0,0
TXN-13148,CUST-473,2023-05-12 04:00:00,Electronics,81.14,PayPal,,1
TXN-13149,CUST-287,2023-05-12 05:00:00,Books,164.82,Credit Card,52.0,0
TXN-13150,CUST-848,2023-05-12 06:00:00,Beauty,162.76,Credit Card,34.0,0
TXN-13151,CUST-324,2023-05-12 07:00:00,Home & Kitchen,70.52,Debit Card,52.0,0
TXN-13152,CUST-610,2023-05-12 08:00:00,Home & Kitchen,133.52,Credit Card,25.0,0
TXN-13153,CUST-939,2023-05-12 09:00:00,Beauty,126.35,Debit Card,,0
TXN-13154,CUST-152,2023-05-12 10:00:00,Electronics,112.95,Credit Card,18.0,0
TXN-13155,CUST-826,2023-05-12 11:00:00,Beauty,58.92,UPI,60.0,1
TXN-13156,CUST-289,2023-05-12 12:00:00,Electronics,109.48,PayPal,34.0,0
TXN-13157,CUST-484,2023-05-12 13:00:00,Clothing,113.75,PayPal,18.0,0
TXN-13158,CUST-135,2023-05-12 14:00:00,Home & Kitchen,52.07,PayPal,18.0,0
TXN-13159,CUST-515,2023-05-12 15:00:00,Electronics,67.79,UPI,60.0,0
TXN-13160,CUST-538,2023-05-12 16:00:00,Books,82.92,Debit Card,34.0,1
TXN-13161,CUST-158,2023-05-12 17:00:00,Books,78.07,PayPal,,1
TXN-13162,CUST-506,2023-05-12 18:00:00,Home & Kitchen,133.05,UPI,34.0,0
TXN-13163,CUST-742,2023-05-12 19:00:00,Beauty,156.46,UPI,18.0,0
TXN-13164,CUST-443,2023-05-12 20:00:00,Beauty,107.58,Credit Card,45.0,1
TXN-13165,CUST-443,2023-05-12 21:00:00,Electronics,150.65,Debit Card,45.0,0
TXN-13166,CUST-370,2023-05-12 22:00:00,Beauty,158.1,UPI,34.0,0
TXN-13167,CUST-379,2023-05-12 23:00:00,Home & Kitchen,116.59,Debit Card,18.0,1
TXN-13168,CUST-674,2023-05-13 00:00:00,Electronics,136.32,PayPal,18.0,0
TXN-13169,CUST-212,2023-05-13 01:00:00,Clothing,111.07,PayPal,25.0,0
TXN-13170,CUST-287,2023-05-13 02:00:00,Beauty,75.09,PayPal,18.0,1
TXN-13171,CUST-809,2023-05-13 03:00:00,Beauty,90.13,Credit Card,60.0,1
TXN-13172,CUST-664,2023-05-13 04:00:00,Electronics,133.05,Credit Card,45.0,0
TXN-13173,CUST-609,2023-05-13 05:00:00,Books,115.15,Debit Card,25.0,0
TXN-13174,CUST-674,2023-05-13 06:00:00,Beauty,149.49,Debit Card,,1
TXN-13175,CUST-866,2023-05-13 07:00:00,Home & Kitchen,44.52,Credit Card,60.0,1
TXN-13176,CUST-929,2023-05-13 08:00:00,Beauty,54.14,UPI,,1
TXN-13177,CUST-584,2023-05-13 09:00:00,Clothing,58.87,Debit Card,45.0,0
TXN-13178,CUST-230,2023-05-13 10:00:00,Beauty,126.67,Debit Card,60.0,1
TXN-13179,CUST-388,2023-05-13 11:00:00,Books,64.88,PayPal,52.0,0
TXN-13180,CUST-602,2023-05-13 12:00:00,Beauty,132.81,Debit Card,34.0,0
TXN-13181,CUST-826,2023-05-13 13:00:00,Electronics,150.12,Debit Card,52.0,0
TXN-13182,CUST-489,2023-05-13 14:00:00,Beauty,180.65,UPI,34.0,0
TXN-13183,CUST-439,2023-05-13 15:00:00,Books,176.24,Debit Card,45.0,1
TXN-13184,CUST-960,2023-05-13 16:00:00,Electronics,92.18,UPI,45.0,1
TXN-13185,CUST-560,2023-05-13 17:00:00,Home & Kitchen,53.21,PayPal,52.0,0
TXN-13186,CUST-660,2023-05-13 18:00:00,Electronics,94.72,Credit Card,60.0,0
TXN-13187,CUST-783,2023-05-13 19:00:00,Clothing,159.07,PayPal,,0
TXN-13188,CUST-866,2023-05-13 20:00:00,Electronics,104.41,UPI,34.0,1
TXN-13189,CUST-376,2023-05-13 21:00:00,Home & Kitchen,119.03,UPI,34.0,0
TXN-13190,CUST-330,2023-05-13 22:00:00,Beauty,97.71,Debit Card,25.0,0
TXN-13191,CUST-591,2023-05-13 23:00:00,Electronics,183.25,Debit Card,18.0,0
TXN-13192,CUST-152,2023-05-14 00:00:00,Electronics,79.42,Credit Card,60.0,1
TXN-13193,CUST-673,2023-05-14 01:00:00,Electronics,122.67,UPI,60.0,0
TXN-13194,CUST-663,2023-05-14 02:00:00,Electronics,164.33,UPI,25.0,0
TXN-13195,CUST-786,2023-05-14 03:00:00,Home & Kitchen,193.66,PayPal,45.0,1
TXN-13196,CUST-358,2023-05-14 04:00:00,Books,92.21,Credit Card,52.0,0
TXN-13197,CUST-574,2023-05-14 05:00:00,Books,158.43,PayPal,60.0,0
TXN-13198,CUST-472,2023-05-14 06:00:00,Electronics,94.71,Debit Card,34.0,0
TXN-13199,CUST-408,2023-05-14 07:00:00,Home & Kitchen,175.09,Debit Card,25.0,1
TXN-13200,CUST-897,2023-05-14 08:00:00,Home & Kitchen,189.18,PayPal,52.0,0
TXN-13201,CUST-132,2023-05-14 09:00:00,Electronics,84.42,Debit Card,,0
TXN-13202,CUST-926,2023-05-14 10:00:00,Clothing,146.14,PayPal,52.0,0
TXN-13203,CUST-502,2023-05-14 11:00:00,Electronics,164.53,UPI,60.0,1
TXN-13204,CUST-940,2023-05-14 12:00:00,Clothing,108.23,UPI,18.0,0
TXN-13205,CUST-500,2023-05-14 13:00:00,Electronics,141.91,Debit Card,34.0,0
TXN-13206,CUST-895,2023-05-14 14:00:00,Clothing,144.0,Credit Card,52.0,0
TXN-13207,CUST-559,2023-05-14 15:00:00,Clothing,200.39,UPI,,0
TXN-13208,CUST-712,2023-05-14 16:00:00,Electronics,41.16,Debit Card,34.0,0
TXN-13209,CUST-906,2023-05-14 17:00:00,Clothing,117.76,Credit Card,60.0,1
TXN-13210,CUST-609,2023-05-14 18:00:00,Beauty,69.99,Debit Card,25.0,1
TXN-13211,CUST-714,2023-05-14 19:00:00,Books,120.55,PayPal,,0
TXN-13212,CUST-478,2023-05-14 20:00:00,Home & Kitchen,88.69,Debit Card,52.0,0
TXN-13213,CUST-221,2023-05-14 21:00:00,Clothing,109.8,PayPal,,0
TXN-13214,CUST-430,2023-05-14 22:00:00,Clothing,85.03,UPI,60.0,0
TXN-13215,CUST-737,2023-05-14 23:00:00,Home & Kitchen,126.21,UPI,52.0,0
TXN-13216,CUST-662,2023-05-15 00:00:00,Clothing,162.96,Debit Card,,1
TXN-13217,CUST-978,2023-05-15 01:00:00,Home & Kitchen,105.09,Credit Card,25.0,1
TXN-13218,CUST-673,2023-05-15 02:00:00,Electronics,177.22,Debit Card,,0
TXN-13219,CUST-164,2023-05-15 03:00:00,Beauty,161.76,Debit Card,34.0,0
TXN-13220,CUST-561,2023-05-15 04:00:00,Beauty,201.36,UPI,34.0,0
TXN-13221,CUST-926,2023-05-15 05:00:00,Books,136.45,UPI,52.0,1
TXN-13222,CUST-848,2023-05-15 06:00:00,Clothing,117.53,Debit Card,60.0,0
TXN-13223,CUST-447,2023-05-15 07:00:00,Books,56.59,UPI,25.0,0
TXN-13224,CUST-343,2023-05-15 08:00:00,Electronics,88.73,PayPal,45.0,0
TXN-13225,CUST-983,2023-05-15 09:00:00,Beauty,111.68,Debit Card,34.0,1
TXN-13226,CUST-661,2023-05-15 10:00:00,Electronics,116.42,UPI,,1
TXN-13227,CUST-871,2023-05-15 11:00:00,Electronics,213.95,Debit Card,45.0,0
TXN-13228,CUST-640,2023-05-15 12:00:00,Clothing,111.72,UPI,,0
TXN-13229,CUST-351,2023-05-15 13:00:00,Electronics,49.27,PayPal,52.0,0
TXN-13230,CUST-484,2023-05-15 14:00:00,Beauty,146.58,PayPal,45.0,1
TXN-13231,CUST-301,2023-05-15 15:00:00,Books,144.26,Debit Card,60.0,1
TXN-13232,CUST-938,2023-05-15 16:00:00,Beauty,101.64,PayPal,,0
TXN-13233,CUST-202,2023-05-15 17:00:00,Clothing,205.11,PayPal,60.0,0
TXN-13234,CUST-317,2023-05-15 18:00:00,Beauty,44.14,UPI,,0
TXN-13235,CUST-620,2023-05-15 19:00:00,Home & Kitchen,169.98,Debit Card,45.0,0
TXN-13236,CUST-661,2023-05-15 20:00:00,Books,108.36,UPI,60.0,0
TXN-13237,CUST-541,2023-05-15 21:00:00,Home & Kitchen,81.98,UPI,34.0,0
TXN-13238,CUST-866,2023-05-15 22:00:00,Home & Kitchen,216.02,Credit Card,52.0,0
TXN-13239,CUST-466,2023-05-15 23:00:00,Clothing,149.47,PayPal,45.0,0
TXN-13240,CUST-589,2023-05-16 00:00:00,Electronics,108.06,UPI,,0
TXN-13241,CUST-997,2023-05-16 01:00:00,Home & Kitchen,107.25,UPI,34.0,1
TXN-13242,CUST-798,2023-05-16 02:00:00,Beauty,131.02,UPI,,0
TXN-13243,CUST-571,2023-05-16 03:00:00,Electronics,101.52,PayPal,45.0,0
TXN-13244,CUST-960,2023-05-16 04:00:00,Beauty,171.98,PayPal,,0
TXN-13245,CUST-700,2023-05-16 05:00:00,Beauty,123.51,PayPal,34.0,0
TXN-13246,CUST-975,2023-05-16 06:00:00,Electronics,160.7,Debit Card,60.0,1
TXN-13247,CUST-608,2023-05-16 07:00:00,Electronics,128.32,UPI,60.0,0
TXN-13248,CUST-114,2023-05-16 08:00:00,Beauty,154.79,PayPal,52.0,0
TXN-13249,CUST-848,2023-05-16 09:00:00,Clothing,173.82,UPI,,0
TXN-13250,CUST-842,2023-05-16 10:00:00,Books,187.24,Debit Card,60.0,0
TXN-13251,CUST-754,2023-05-16 11:00:00,Books,139.64,Credit Card,25.0,0
TXN-13252,CUST-113,2023-05-16 12:00:00,Clothing,85.34,Debit Card,34.0,0
TXN-13253,CUST-484,2023-05-16 13:00:00,Electronics,113.1,PayPal,34.0,0
TXN-13254,CUST-370,2023-05-16 14:00:00,Beauty,118.95,PayPal,45.0,1
TXN-13255,CUST-559,2023-05-16 15:00:00,Books,97.07,Debit Card,52.0,0
TXN-13256,CUST-228,2023-05-16 16:00:00,Beauty,90.39,UPI,18.0,0
TXN-13257,CUST-575,2023-05-16 17:00:00,Clothing,126.98,PayPal,60.0,1
TXN-13258,CUST-134,2023-05-16 18:00:00,Beauty,80.67,PayPal,18.0,0
TXN-13259,CUST-393,2023-05-16 19:00:00,Clothing,72.9,Debit Card,25.0,1
TXN-13260,CUST-324,2023-05-16 20:00:00,Electronics,52.22,UPI,52.0,1
TXN-13261,CUST-712,2023-05-16 21:00:00,Clothing,139.21,Debit Card,34.0,0
TXN-13262,CUST-506,2023-05-16 22:00:00,Clothing,133.65,Debit Card,18.0,0
TXN-13263,CUST-791,2023-05-16 23:00:00,Books,107.01,UPI,25.0,0
TXN-13264,CUST-605,2023-05-17 00:00:00,Beauty,159.77,UPI,52.0,1
TXN-13265,CUST-602,2023-05-17 01:00:00,Books,80.05,Credit Card,25.0,0
TXN-13266,CUST-270,2023-05-17 02:00:00,Home & Kitchen,135.23,Debit Card,60.0,1
TXN-13267,CUST-538,2023-05-17 03:00:00,Clothing,122.17,UPI,18.0,1
TXN-13268,CUST-430,2023-05-17 04:00:00,Home & Kitchen,90.37,PayPal,45.0,1
TXN-13269,CUST-763,2023-05-17 05:00:00,Books,100.3,Credit Card,45.0,1
TXN-13270,CUST-939,2023-05-17 06:00:00,Beauty,97.22,Debit Card,52.0,0
TXN-13271,CUST-781,2023-05-17 07:00:00,Books,130.11,UPI,25.0,1
TXN-13272,CUST-180,2023-05-17 08:00:00,Beauty,143.74,Credit Card,34.0,0
TXN-13273,CUST-575,2023-05-17 09:00:00,Beauty,102.94,Credit Card,18.0,0
TXN-13274,CUST-921,2023-05-17 10:00:00,Electronics,91.52,PayPal,45.0,0
TXN-13275,CUST-879,2023-05-17 11:00:00,Clothing,125.49,Credit Card,45.0,0
TXN-13276,CUST-261,2023-05-17 12:00:00,Books,53.93,Debit Card,25.0,0
TXN-13277,CUST-602,2023-05-17 13:00:00,Beauty,121.37,UPI,45.0,0
TXN-13278,CUST-535,2023-05-17 14:00:00,Books,182.47,Credit Card,,0
TXN-13279,CUST-408,2023-05-17 15:00:00,Books,91.84,Credit Card,25.0,0
TXN-13280,CUST-800,2023-05-17 16:00:00,Beauty,112.93,Debit Card,18.0,0
TXN-13281,CUST-673,2023-05-17 17:00:00,Home & Kitchen,160.98,PayPal,25.0,1
TXN-13282,CUST-316,2023-05-17 18:00:00,Clothing,150.19,PayPal,45.0,0
TXN-13283,CUST-502,2023-05-17 19:00:00,Clothing,122.47,UPI,25.0,1
TXN-13284,CUST-487,2023-05-17 20:00:00,Electronics,117.66,Debit Card,45.0,0
TXN-13285,CUST-560,2023-05-17 21:00:00,Electronics,70.58,PayPal,60.0,0
TXN-13286,CUST-719,2023-05-17 22:00:00,Electronics,139.65,UPI,52.0,0
TXN-13287,CUST-956,2023-05-17 23:00:00,Clothing,66.26,UPI,45.0,0
TXN-13288,CUST-891,2023-05-18 00:00:00,Home & Kitchen,37.39,PayPal,,1
TXN-13289,CUST-314,2023-05-18 01:00:00,Clothing,160.32,Debit Card,,1
TXN-13290,CUST-620,2023-05-18 02:00:00,Clothing,135.48,Credit Card,,1
TXN-13291,CUST-604,2023-05-18 03:00:00,Clothing,155.19,PayPal,,0
TXN-13292,CUST-538,2023-05-18 04:00:00,Clothing,90.54,Credit Card,45.0,0
TXN-13293,CUST-872,2023-05-18 05:00:00,Home & Kitchen,138.65,Credit Card,45.0,0
TXN-13294,CUST-369,2023-05-18 06:00:00,Electronics,102.44,Debit Card,52.0,0
TXN-13295,CUST-206,2023-05-18 07:00:00,Books,106.91,Debit Card,60.0,1
TXN-13296,CUST-746,2023-05-18 08:00:00,Electronics,158.95,UPI,34.0,1
TXN-13297,CUST-664,2023-05-18 09:00:00,Electronics,114.01,Debit Card,45.0,0
TXN-13298,CUST-592,2023-05-18 10:00:00,Books,92.14,UPI,34.0,1
TXN-13299,CUST-940,2023-05-18 11:00:00,Clothing,65.38,PayPal,18.0,1
TXN-13300,CUST-413,2023-05-18 12:00:00,Home & Kitchen,134.43,Credit Card,60.0,0
TXN-13301,CUST-666,2023-05-18 13:00:00,Home & Kitchen,162.38,Debit Card,25.0,0
TXN-13302,CUST-763,2023-05-18 14:00:00,Electronics,88.67,PayPal,34.0,1
TXN-13303,CUST-430,2023-05-18 15:00:00,Books,147.56,UPI,,0
TXN-13304,CUST-259,2023-05-18 16:00:00,Beauty,82.29,Debit Card,60.0,0
TXN-13305,CUST-786,2023-05-18 17:00:00,Clothing,149.97,Credit Card,18.0,0
TXN-13306,CUST-317,2023-05-18 18:00:00,Electronics,121.32,PayPal,60.0,0
TXN-13307,CUST-393,2023-05-18 19:00:00,Home & Kitchen,130.71,Debit Card,25.0,0
TXN-13308,CUST-589,2023-05-18 20:00:00,Books,92.1,Debit Card,45.0,0
TXN-13309,CUST-101,2023-05-18 21:00:00,Books,134.3,PayPal,45.0,0
TXN-13310,CUST-963,2023-05-18 22:00:00,Electronics,96.09,UPI,,0
TXN-13311,CUST-305,2023-05-18 23:00:00,Beauty,103.45,UPI,45.0,1
TXN-13312,CUST-739,2023-05-19 00:00:00,Home & Kitchen,59.29,Debit Card,52.0,1
TXN-13313,CUST-558,2023-05-19 01:00:00,Electronics,89.11,UPI,52.0,0
TXN-13314,CUST-739,2023-05-19 02:00:00,Beauty,98.98,UPI,52.0,1
TXN-13315,CUST-228,2023-05-19 03:00:00,Books,132.51,PayPal,,1
TXN-13316,CUST-212,2023-05-19 04:00:00,Clothing,143.83,UPI,52.0,0
TXN-13317,CUST-291,2023-05-19 05:00:00,Home & Kitchen,95.68,UPI,18.0,1
TXN-13318,CUST-515,2023-05-19 06:00:00,Home & Kitchen,113.42,PayPal,,0
TXN-13319,CUST-895,2023-05-19 07:00:00,Beauty,187.46,Debit Card,60.0,0
TXN-13320,CUST-746,2023-05-19 08:00:00,Electronics,125.24,Debit Card,18.0,0
TXN-13321,CUST-572,2023-05-19 09:00:00,Books,98.52,PayPal,45.0,0
TXN-13322,CUST-487,2023-05-19 10:00:00,Beauty,52.81,Credit Card,25.0,0
TXN-13323,CUST-783,2023-05-19 11:00:00,Clothing,85.84,PayPal,52.0,1
TXN-13324,CUST-895,2023-05-19 12:00:00,Clothing,84.29,Credit Card,60.0,0
TXN-13325,CUST-199,2023-05-19 13:00:00,Clothing,199.11,UPI,25.0,1
TXN-13326,CUST-171,2023-05-19 14:00:00,Beauty,86.06,Debit Card,,0
TXN-13327,CUST-120,2023-05-19 15:00:00,Books,122.04,Credit Card,,1
TXN-13328,CUST-866,2023-05-19 16:00:00,Home & Kitchen,134.83,Credit Card,18.0,0
TXN-13329,CUST-971,2023-05-19 17:00:00,Electronics,164.26,UPI,52.0,0
TXN-13330,CUST-330,2023-05-19 18:00:00,Home & Kitchen,120.32,Debit Card,,0
TXN-13331,CUST-653,2023-05-19 19:00:00,Books,99.59,UPI,18.0,0
TXN-13332,CUST-781,2023-05-19 20:00:00,Home & Kitchen,96.94,Debit Card,18.0,0
TXN-13333,CUST-439,2023-05-19 21:00:00,Beauty,134.26,Debit Card,34.0,0
TXN-13334,CUST-319,2023-05-19 22:00:00,Clothing,92.63,UPI,60.0,0
TXN-13335,CUST-962,2023-05-19 23:00:00,Books,75.83,Credit Card,18.0,0
TXN-13336,CUST-936,2023-05-20 00:00:00,Books,99.58,PayPal,45.0,1
TXN-13337,CUST-895,2023-05-20 01:00:00,Home & Kitchen,67.02,Debit Card,,0
TXN-13338,CUST-535,2023-05-20 02:00:00,Beauty,194.02,Debit Card,18.0,0
TXN-13339,CUST-956,2023-05-20 03:00:00,Home & Kitchen,143.86,PayPal,52.0,1
TXN-13340,CUST-515,2023-05-20 04:00:00,Home & Kitchen,184.83,PayPal,,0
TXN-13341,CUST-554,2023-05-20 05:00:00,Books,139.42,UPI,,0
TXN-13342,CUST-104,2023-05-20 06:00:00,Home & Kitchen,180.98,Debit Card,45.0,0
TXN-13343,CUST-408,2023-05-20 07:00:00,Clothing,134.7,UPI,18.0,0
TXN-13344,CUST-827,2023-05-20 08:00:00,Home & Kitchen,149.05,PayPal,45.0,0
TXN-13345,CUST-610,2023-05-20 09:00:00,Clothing,34.65,UPI,18.0,0
TXN-13346,CUST-330,2023-05-20 10:00:00,Books,83.43,Debit Card,60.0,0
TXN-13347,CUST-783,2023-05-20 11:00:00,Beauty,121.48,Credit Card,45.0,1
TXN-13348,CUST-809,2023-05-20 12:00:00,Clothing,122.45,Credit Card,25.0,1
TXN-13349,CUST-230,2023-05-20 13:00:00,Beauty,116.94,Debit Card,34.0,1
TXN-13350,CUST-610,2023-05-20 14:00:00,Beauty,138.12,UPI,45.0,0
TXN-13351,CUST-879,2023-05-20 15:00:00,Clothing,139.77,PayPal,52.0,0
TXN-13352,CUST-819,2023-05-20 16:00:00,Books,154.6,PayPal,34.0,0
TXN-13353,CUST-101,2023-05-20 17:00:00,Electronics,146.76,Credit Card,34.0,0
TXN-13354,CUST-379,2023-05-20 18:00:00,Beauty,168.16,UPI,18.0,0
TXN-13355,CUST-692,2023-05-20 19:00:00,Beauty,168.49,PayPal,45.0,1
TXN-13356,CUST-745,2023-05-20 20:00:00,Books,126.99,PayPal,60.0,0
TXN-13357,CUST-538,2023-05-20 21:00:00,Books,203.27,Debit Card,,0
TXN-13358,CUST-319,2023-05-20 22:00:00,Home & Kitchen,174.37,UPI,34.0,0
TXN-13359,CUST-466,2023-05-20 23:00:00,Books,87.72,UPI,52.0,1
TXN-13360,CUST-662,2023-05-21 00:00:00,Beauty,135.7,PayPal,60.0,0
TXN-13361,CUST-748,2023-05-21 01:00:00,Clothing,46.3,UPI,60.0,0
TXN-13362,CUST-370,2023-05-21 02:00:00,Electronics,53.03,UPI,52.0,1
TXN-13363,CUST-940,2023-05-21 03:00:00,Home & Kitchen,100.02,UPI,,0
TXN-13364,CUST-212,2023-05-21 04:00:00,Clothing,84.98,Debit Card,52.0,0
TXN-13365,CUST-113,2023-05-21 05:00:00,Electronics,100.27,PayPal,18.0,1
TXN-13366,CUST-487,2023-05-21 06:00:00,Electronics,133.14,Credit Card,25.0,1
TXN-13367,CUST-827,2023-05-21 07:00:00,Electronics,169.01,UPI,,0
TXN-13368,CUST-319,2023-05-21 08:00:00,Clothing,166.87,PayPal,45.0,0
TXN-13369,CUST-305,2023-05-21 09:00:00,Home & Kitchen,136.53,Credit Card,34.0,0
TXN-13370,CUST-147,2023-05-21 10:00:00,Home & Kitchen,76.52,Debit Card,45.0,0
TXN-13371,CUST-662,2023-05-21 11:00:00,Electronics,97.7,PayPal,60.0,0
TXN-13372,CUST-212,2023-05-21 12:00:00,Clothing,145.49,Debit Card,34.0,1
TXN-13373,CUST-771,2023-05-21 13:00:00,Electronics,86.96,PayPal,,0
TXN-13374,CUST-962,2023-05-21 14:00:00,Books,69.32,Debit Card,18.0,0
TXN-13375,CUST-591,2023-05-21 15:00:00,Home & Kitchen,139.69,PayPal,45.0,0
TXN-13376,CUST-302,2023-05-21 16:00:00,Beauty,118.07,Debit Card,18.0,0
TXN-13377,CUST-445,2023-05-21 17:00:00,Electronics,111.56,Credit Card,18.0,0
TXN-13378,CUST-800,2023-05-21 18:00:00,Books,164.39,PayPal,,0
TXN-13379,CUST-518,2023-05-21 19:00:00,Home & Kitchen,163.55,Credit Card,45.0,1
TXN-13380,CUST-742,2023-05-21 20:00:00,Clothing,191.24,UPI,45.0,0
TXN-13381,CUST-487,2023-05-21 21:00:00,Home & Kitchen,93.94,Credit Card,,0
TXN-13382,CUST-388,2023-05-21 22:00:00,Clothing,137.19,PayPal,,0
TXN-13383,CUST-466,2023-05-21 23:00:00,Clothing,120.76,Credit Card,34.0,0
TXN-13384,CUST-918,2023-05-22 00:00:00,Electronics,133.53,PayPal,60.0,0
TXN-13385,CUST-289,2023-05-22 01:00:00,Electronics,74.62,Debit Card,60.0,1
TXN-13386,CUST-395,2023-05-22 02:00:00,Home & Kitchen,63.9,UPI,,1
TXN-13387,CUST-866,2023-05-22 03:00:00,Books,118.39,Credit Card,52.0,0
TXN-13388,CUST-798,2023-05-22 04:00:00,Home & Kitchen,86.3,UPI,18.0,1
TXN-13389,CUST-957,2023-05-22 05:00:00,Beauty,157.53,Credit Card,60.0,0
TXN-13390,CUST-104,2023-05-22 06:00:00,Clothing,59.97,PayPal,25.0,0
TXN-13391,CUST-234,2023-05-22 07:00:00,Clothing,63.27,Credit Card,,0
TXN-13392,CUST-538,2023-05-22 08:00:00,Electronics,103.33,UPI,,0
TXN-13393,CUST-230,2023-05-22 09:00:00,Books,58.48,Credit Card,34.0,0
TXN-13394,CUST-991,2023-05-22 10:00:00,Electronics,187.04,UPI,,0
TXN-13395,CUST-707,2023-05-22 11:00:00,Beauty,112.68,UPI,34.0,0
TXN-13396,CUST-443,2023-05-22 12:00:00,Home & Kitchen,95.89,PayPal,52.0,0
TXN-13397,CUST-484,2023-05-22 13:00:00,Home & Kitchen,138.72,Debit Card,52.0,0
TXN-13398,CUST-238,2023-05-22 14:00:00,Books,155.35,Debit Card,,0
TXN-13399,CUST-829,2023-05-22 15:00:00,Electronics,128.28,Credit Card,18.0,0
TXN-13400,CUST-466,2023-05-22 16:00:00,Electronics,117.28,UPI,34.0,0
TXN-13401,CUST-212,2023-05-22 17:00:00,Beauty,80.66,PayPal,34.0,0
TXN-13402,CUST-737,2023-05-22 18:00:00,Home & Kitchen,145.24,Debit Card,25.0,0
TXN-13403,CUST-575,2023-05-22 19:00:00,Electronics,176.67,PayPal,18.0,1
TXN-13404,CUST-610,2023-05-22 20:00:00,Books,111.21,PayPal,18.0,0
TXN-13405,CUST-497,2023-05-22 21:00:00,Home & Kitchen,86.05,UPI,60.0,1
TXN-13406,CUST-439,2023-05-22 22:00:00,Beauty,127.26,Credit Card,52.0,0
TXN-13407,CUST-602,2023-05-22 23:00:00,Books,120.11,UPI,60.0,1
TXN-13408,CUST-574,2023-05-23 00:00:00,Clothing,71.35,Debit Card,18.0,0
TXN-13409,CUST-571,2023-05-23 01:00:00,Beauty,99.89,Debit Card,,0
TXN-13410,CUST-602,2023-05-23 02:00:00,Books,191.54,PayPal,25.0,0
TXN-13411,CUST-978,2023-05-23 03:00:00,Electronics,66.1,UPI,,0
TXN-13412,CUST-786,2023-05-23 04:00:00,Clothing,92.38,UPI,,0
TXN-13413,CUST-700,2023-05-23 05:00:00,Beauty,82.05,PayPal,18.0,0
TXN-13414,CUST-732,2023-05-23 06:00:00,Electronics,85.59,Credit Card,60.0,0
TXN-13415,CUST-664,2023-05-23 07:00:00,Clothing,102.18,PayPal,45.0,0
TXN-13416,CUST-300,2023-05-23 08:00:00,Home & Kitchen,137.94,PayPal,,1
TXN-13417,CUST-379,2023-05-23 09:00:00,Electronics,172.34,Debit Card,,1
TXN-13418,CUST-851,2023-05-23 10:00:00,Books,128.13,UPI,45.0,0
TXN-13419,CUST-677,2023-05-23 11:00:00,Beauty,92.62,Debit Card,25.0,0
TXN-13420,CUST-373,2023-05-23 12:00:00,Clothing,181.6,PayPal,52.0,0
TXN-13421,CUST-838,2023-05-23 13:00:00,Electronics,37.26,UPI,34.0,1
TXN-13422,CUST-472,2023-05-23 14:00:00,Home & Kitchen,146.94,PayPal,18.0,1
TXN-13423,CUST-655,2023-05-23 15:00:00,Beauty,78.93,PayPal,60.0,1
TXN-13424,CUST-388,2023-05-23 16:00:00,Beauty,117.96,Credit Card,52.0,0
TXN-13425,CUST-660,2023-05-23 17:00:00,Electronics,142.52,Debit Card,60.0,1
TXN-13426,CUST-443,2023-05-23 18:00:00,Home & Kitchen,55.78,Debit Card,52.0,1
TXN-13427,CUST-152,2023-05-23 19:00:00,Clothing,125.67,PayPal,18.0,0
TXN-13428,CUST-742,2023-05-23 20:00:00,Electronics,128.74,Credit Card,34.0,1
TXN-13429,CUST-875,2023-05-23 21:00:00,Clothing,178.49,PayPal,18.0,0
TXN-13430,CUST-306,2023-05-23 22:00:00,Beauty,228.61,PayPal,34.0,0
TXN-13431,CUST-802,2023-05-23 23:00:00,Clothing,57.88,PayPal,60.0,1
TXN-13432,CUST-333,2023-05-24 00:00:00,Home & Kitchen,176.69,Credit Card,25.0,0
TXN-13433,CUST-101,2023-05-24 01:00:00,Books,118.48,UPI,34.0,0
TXN-13434,CUST-560,2023-05-24 02:00:00,Home & Kitchen,87.66,Credit Card,52.0,0
TXN-13435,CUST-127,2023-05-24 03:00:00,Clothing,134.76,PayPal,25.0,1
TXN-13436,CUST-466,2023-05-24 04:00:00,Electronics,67.91,UPI,60.0,0
